"","wait_time"
"1451",16.5869565217391
"1476",21.3571428571429
"1485",32.9032258064516
"1494",30.6382978723404
"1503",29.1904761904762
"1512",30.8035714285714
"1521",15
"1279",28.5873015873016
"1287",28.7307692307692
"1296",14.0597014925373
"1305",48.9245283018868
"1314",45.2830188679245
"1322",30.9423076923077
"1330",37.4583333333333
"1338",26.0416666666667
"1346",11.4285714285714
"1354",13.1702127659574
"1371",10.5957446808511
"1379",25.1428571428571
"1387",27.468085106383
"1395",13.1428571428571
"1403",10.6875
"1411",55.7
"1419",53.8793103448276
"1427",64.4736842105263
"1435",49.6923076923077
"1443",27.9245283018868
"1460",13.3571428571429
"1468",15.3387096774194
"1530",37.6603773584906
"1618",60.1
"1706",61.25
"1722",28.2352941176471
"1730",23.6896551724138
"1738",13.6666666666667
"1746",21.3559322033898
"1754",23
"1762",36.6666666666667
"1538",9.07692307692308
"1546",16.3720930232558
"1554",21.6111111111111
"1562",15.9340659340659
"1570",27.2159090909091
"1578",16.3888888888889
"1586",17.9139784946237
"1594",24.6355140186916
"1602",32.9347826086956
"1610",21.438202247191
"1626",24.9438202247191
"1634",19.6276595744681
"1642",21.2636363636364
"1650",20.989010989011
"1658",22.34375
"1666",21.7765957446809
"1674",31.1413043478261
"1682",19.2589285714286
"1690",27.969696969697
"1698",13.5567010309278
"1714",11.3924050632911
"1770",15.3723404255319
"1858",15.741935483871
"1946",30.3555555555556
"1970",17.8247422680412
"1978",59.3604651162791
"1986",18.5
"1994",22.2380952380952
"2002",24.8383838383838
"2010",28.3333333333333
"1778",15.55
"1786",14.2209302325581
"1794",22.2323232323232
"1802",18.7524752475248
"1810",28.8720930232558
"1818",36.3295454545455
"1826",33.8137254901961
"1834",17.1868131868132
"1842",17.4339622641509
"1850",14.9537037037037
"1866",18.95
"1874",36.8279569892473
"1882",25.2888888888889
"1890",23.4479166666667
"1898",33.5
"1906",25.3063063063063
"1914",52.5316455696203
"1922",31.8672566371681
"1930",54.6041666666667
"1938",29.3369565217391
"1954",20.4943820224719
"1962",37.6122448979592
"2018",30.5377358490566
"2106",46.195652173913
"2193",26.8224299065421
"2209",45.2207792207792
"2217",35.1375
"2225",10.5698924731183
"2233",62.7340425531915
"2241",23.9313725490196
"2249",40.1809523809524
"2026",40.5462962962963
"2034",59.45
"2042",59.578431372549
"2050",40.3465346534653
"2058",41.2777777777778
"2066",16.7894736842105
"2074",23.6304347826087
"2082",24.1584158415842
"2090",40.5050505050505
"2098",52.1188118811881
"2114",29.5977011494253
"2122",25.8659793814433
"2130",15.4479166666667
"2138",16.0227272727273
"2145",25.5934065934066
"2153",45.7727272727273
"2161",61.785046728972
"2169",45.9473684210526
"2177",25.3370786516854
"2185",19.0697674418605
"2201",19.3720930232558
"2257",27.2871287128713
"2345",28.4086021505376
"2433",21.8407079646018
"2455",14.6818181818182
"2463",35.1978021978022
"2471",13.2978723404255
"2479",9.22727272727273
"2487",16.4893617021277
"2495",19.8888888888889
"2265",35.8252427184466
"2273",14.6739130434783
"2281",17.7802197802198
"2289",9.875
"2297",13.2117647058824
"2305",13.8172043010753
"2313",42.2117647058824
"2321",48.46
"2329",26.3846153846154
"2337",21.2584269662921
"2353",13.1685393258427
"2361",18.0352941176471
"2369",15.8613861386139
"2377",38.7171717171717
"2385",25.1609195402299
"2393",36.0947368421053
"2401",14.6222222222222
"2409",13.7111111111111
"2417",15.7469879518072
"2425",12.7980769230769
"2441",15.1041666666667
"2448",20.2783505154639
"2503",18.8522727272727
"2591",14.6082474226804
"2679",13.5227272727273
"2703",18.75
"2711",16.8085106382979
"2719",39.639175257732
"2727",36.8380952380952
"2735",28.0333333333333
"2743",26.3820224719101
"2511",16.8969072164948
"2519",17
"2527",14.3592233009709
"2535",19.4505494505494
"2543",34.7525773195876
"2551",26.2087912087912
"2559",13.8823529411765
"2567",16.9662921348315
"2575",22.9310344827586
"2583",12.7706422018349
"2599",15.5595238095238
"2607",30.3823529411765
"2615",23.1649484536082
"2623",10.2875
"2631",11.1098901098901
"2639",14.4705882352941
"2647",10.1333333333333
"2655",10.1153846153846
"2663",25.23
"2671",11.9759036144578
"2687",10.8904109589041
"2695",9.5047619047619
"2751",13.3763440860215
"2837",10.2808988764045
"2925",9.62820512820513
"2941",10.9176470588235
"2949",11.8115942028986
"2957",9.73684210526316
"2965",14.1571428571429
"2973",9.97530864197531
"2981",9.8735632183908
"2759",12.7564102564103
"2766",13.1139240506329
"2773",13.6395348837209
"2781",13.0595238095238
"2789",11.2676056338028
"2797",12.0588235294118
"2805",15.7912087912088
"2813",15.9012345679012
"2821",13.7323943661972
"2829",15.7733333333333
"2845",25
"2853",14.0864197530864
"2861",16.0229885057471
"2869",13.8775510204082
"2877",10.1555555555556
"2885",13.1410256410256
"2893",22.0609756097561
"2901",20.3789473684211
"2909",13.2045454545455
"2917",12.025641025641
"2933",10.1325301204819
"281",10.7671232876712
"369",13.375
"457",12.25
"481",17.3563218390805
"489",23.2268041237113
"497",34.6195652173913
"505",15.5238095238095
"512",37.0125
"520",21.5813953488372
"289",33.3157894736842
"297",35
"305",55.4691358024691
"313",50.972602739726
"321",49.4117647058824
"329",37.1212121212121
"337",28.7878787878788
"345",40.6071428571429
"353",46.1025641025641
"361",50.6354166666667
"377",44.9176470588235
"385",25.8369565217391
"393",36.7078651685393
"401",27.95
"409",43.2588235294118
"417",52.4470588235294
"425",45.2708333333333
"433",46.0759493670886
"441",19.5405405405405
"449",14.0540540540541
"465",14.4567901234568
"473",14.7887323943662
"528",11.5625
"616",10.3734939759036
"704",32.9767441860465
"720",23.5972222222222
"728",21.2222222222222
"736",13.0579710144928
"744",26.2769230769231
"752",28.7910447761194
"760",54.8461538461538
"536",28.703125
"544",22.0294117647059
"552",22.2884615384615
"560",29.4262295081967
"568",49.9814814814815
"576",21.3623188405797
"584",12.2857142857143
"592",24.952380952381
"600",10
"608",15.8775510204082
"624",11.0491803278689
"632",12.5
"640",10.5357142857143
"648",11.0701754385965
"656",30.7391304347826
"664",46.4805194805195
"672",28.2794117647059
"680",47.9418604651163
"688",60.7375
"696",34.7916666666667
"712",19.25
"768",23.344262295082
"856",32.1
"944",40.8421052631579
"968",22.9178082191781
"976",30.948275862069
"984",34.7213114754098
"992",24.5090909090909
"1000",26.6363636363636
"1008",8.22857142857143
"776",17.8571428571429
"784",12.8125
"792",22.9354838709677
"800",19.2307692307692
"808",13.2857142857143
"816",9.609375
"824",11.2333333333333
"832",22.8125
"840",17.9577464788732
"848",13.5584415584416
"864",10
"872",15.3731343283582
"880",25.5294117647059
"888",22.9714285714286
"896",25.125
"904",29.6172839506173
"912",35.958904109589
"920",35.8915662650602
"928",36.0804597701149
"936",15.0875
"952",66.8048780487805
"960",32.6923076923077
"3",6.06060606060606
"102",35.9861111111111
"201",19.4
"228",38.5
"237",30.5633802816901
"246",26.4657534246575
"255",10
"264",11.695652173913
"273",10.3703703703704
"12",16.9280575539568
"21",8.21323529411765
"30",13.126582278481
"39",8.86363636363636
"48",5.21374045801527
"57",14.4036697247706
"66",7.30656934306569
"75",13.5853658536585
"84",9.31818181818182
"93",19.1608391608392
"111",25.963768115942
"120",11.4909090909091
"129",11.7443609022556
"138",8.79699248120301
"147",6.09243697478992
"156",18.7777777777778
"165",15.5407407407407
"174",12.6927710843374
"183",18.53125
"192",4.84848484848485
"210",5.02985074626866
"219",14.3970588235294
"1017",14.2413793103448
"1116",25.1908396946565
"1209",15.1190476190476
"1218",15.6830985915493
"1227",12.1826086956522
"1236",7.528
"1245",6.144
"1253",5.22388059701493
"1262",26.0948905109489
"1026",11.5213675213675
"1035",5.35114503816794
"1044",8.90666666666667
"1053",13.9406779661017
"1062",12.6724137931034
"1071",29.256
"1080",31.043956043956
"1089",14.5123966942149
"1098",17.6581196581197
"1107",15.5084745762712
"1125",14.4117647058824
"1134",15.0403225806452
"1143",14.7589285714286
"1152",14.3835616438356
"1161",10.3490566037736
"1170",13.1785714285714
"1179",11.869918699187
"1188",8.28346456692913
"1197",15.9347826086957
"1271",26.3582089552239
"1363",25.6410256410256
"1452",24.593984962406
"1477",22.6014492753623
"1486",21.551724137931
"1495",5.81060606060606
"1504",19.6
"1513",15.1443298969072
"1522",10.5058823529412
"1280",13.9312977099237
"1288",25.8241758241758
"1297",7.66336633663366
"1306",23.495652173913
"1315",17.0932203389831
"1323",12.2173913043478
"1331",13.4639175257732
"1339",6.31192660550459
"1347",34.1505376344086
"1355",29.7297297297297
"1372",22.801724137931
"1380",17.1397849462366
"1388",18.027027027027
"1396",27.4912280701754
"1404",28.9041095890411
"1412",32.9166666666667
"1420",40.1940298507463
"1428",29.547619047619
"1436",11.0759493670886
"1444",12.7058823529412
"1461",20.0289855072464
"1469",12
"1531",9.80794701986755
"1619",17.1963190184049
"1707",22.0460526315789
"1723",9.10489510489511
"1731",15.7675675675676
"1739",11.3175675675676
"1747",10.7933333333333
"1755",5.6
"1763",32.0859375
"1539",25.7874015748031
"1547",11.5245901639344
"1555",8.70748299319728
"1563",11.2828947368421
"1571",8.73333333333333
"1579",11.78125
"1587",22.2628571428571
"1595",8.40116279069767
"1603",7.20231213872832
"1611",9.02439024390244
"1627",9.32885906040269
"1635",15.0864197530864
"1643",17.1942857142857
"1651",12.2348993288591
"1659",7.64331210191083
"1667",10.8993710691824
"1675",8.22527472527472
"1683",15.2022471910112
"1691",6.58895705521472
"1699",7.96428571428571
"1715",13.0071942446043
"1771",9.66165413533835
"1859",13.7857142857143
"1947",6.25694444444444
"1971",23.0718954248366
"1979",10.993288590604
"1987",12.7959183673469
"1995",13.6824324324324
"2003",22.625
"2011",8.18831168831169
"1779",19.4539473684211
"1787",12.875
"1795",11.496644295302
"1803",9.05555555555556
"1811",7.96153846153846
"1819",11.2428571428571
"1827",17.0597014925373
"1835",20.0662251655629
"1843",14.8741721854305
"1851",9.95652173913044
"1867",15.748427672956
"1875",11.6758620689655
"1883",14.0915032679739
"1891",11.1016949152542
"1899",7.49367088607595
"1907",13.719696969697
"1915",11.19375
"1923",12.202614379085
"1931",14
"1939",16.5275590551181
"1955",21.8778625954198
"1963",19.3129770992366
"2019",11.1428571428571
"2107",6.52173913043478
"2194",24.4522292993631
"2210",17.6666666666667
"2218",10.5307692307692
"2226",15.3267973856209
"2234",6.83544303797468
"2242",7.38095238095238
"2250",14.1027027027027
"2027",17.2131147540984
"2035",15.3296703296703
"2043",17.9024390243902
"2051",7.36196319018405
"2059",5.7
"2067",8.86075949367089
"2075",15.8555555555556
"2083",24.6608187134503
"2091",16.2752808988764
"2099",13.9342105263158
"2115",9.2375
"2123",9.74305555555556
"2131",10.4233128834356
"2139",10.1520467836257
"2146",18.4418604651163
"2154",20.7107843137255
"2162",11.2689655172414
"2170",11.5220588235294
"2178",13.2608695652174
"2186",5.13636363636364
"2202",8.78504672897196
"2258",13.0779220779221
"2346",21.752688172043
"2434",9.4392523364486
"2456",6.82432432432432
"2464",5.80769230769231
"2472",7.45652173913043
"2480",10.6178343949045
"2488",14.4099378881988
"2496",15.7738095238095
"2266",8.484375
"2274",10.2857142857143
"2282",6.0431654676259
"2290",15.7261904761905
"2298",9.1970802919708
"2306",20.2906976744186
"2314",8
"2322",18.6708074534161
"2330",11.4769230769231
"2338",5.07284768211921
"2354",13.3604060913706
"2362",11.2432432432432
"2370",19.3650793650794
"2378",20.0239234449761
"2386",18.8775510204082
"2394",8.65284974093264
"2402",8.3875
"2410",7.02061855670103
"2418",7.75675675675676
"2426",10.6827956989247
"2442",18.047619047619
"2449",10.9581151832461
"2504",5.62637362637363
"2592",11.5527950310559
"2680",9.225
"2704",10.7244897959184
"2712",22.1702127659574
"2720",24.3041237113402
"2728",14.0710659898477
"2736",12.3315789473684
"2744",8.01818181818182
"2512",12.5621890547264
"2520",12.6753926701571
"2528",18.4259259259259
"2536",16.6813725490196
"2544",10.1479591836735
"2552",7.07936507936508
"2560",10.0104712041885
"2568",18.0394088669951
"2576",10.3895348837209
"2584",9.609375
"2600",16.1730769230769
"2608",16.3461538461538
"2616",8.1890243902439
"2624",11.0372340425532
"2632",7.71641791044776
"2640",7.83707865168539
"2648",5.25139664804469
"2656",6.26
"2664",6.08823529411765
"2672",5.21084337349398
"2688",7.17989417989418
"2696",7.36813186813187
"2752",5.68085106382979
"2838",4.96551724137931
"2926",6.0314465408805
"2942",5.45454545454545
"2950",5.06756756756757
"2958",5.78616352201258
"2966",5.20731707317073
"2974",8.37341772151899
"2982",10.1776315789474
"2760",8.28378378378378
"2767",9.75
"2774",8.80327868852459
"2782",9.12925170068027
"2790",13.9444444444444
"2798",7.51381215469613
"2806",9.33576642335766
"2814",10.7565789473684
"2822",8.73282442748092
"2830",14.8121546961326
"2846",10.2771084337349
"2854",17.2816091954023
"2862",7.32704402515723
"2870",11.4885057471264
"2878",10.7745664739884
"2886",9.91503267973856
"2894",18.979057591623
"2902",20.9036144578313
"2910",8.14814814814815
"2918",7.86549707602339
"2934",10.9350649350649
"282",8.37410071942446
"370",7.32544378698225
"458",10.2044198895028
"482",12.4484848484848
"490",18.4242424242424
"498",10.5470588235294
"506",12.5828220858896
"513",7.11538461538461
"521",7.64285714285714
"290",12.952380952381
"298",19.2269938650307
"306",15.3333333333333
"314",17.4301675977654
"322",7.14705882352941
"330",6.99333333333333
"338",16.3664596273292
"346",20.8253968253968
"354",20.0523255813953
"362",15.8333333333333
"378",16.0792682926829
"386",8.87719298245614
"394",5.54248366013072
"402",11.811320754717
"410",17.5740740740741
"418",16.672619047619
"426",10.6167664670659
"434",6.64429530201342
"442",8.05228758169935
"450",7.46753246753247
"466",8.23684210526316
"474",9.42
"529",16.6764705882353
"617",19.113475177305
"705",10.2784810126582
"721",11.56
"729",7.34126984126984
"737",5.26573426573427
"745",9.03311258278146
"753",16.8962962962963
"761",12.8417721518987
"537",13.6516129032258
"545",18.4605263157895
"553",8.14864864864865
"561",12.8098591549296
"569",12.458904109589
"577",15.7
"585",10.8085106382979
"593",8.33333333333333
"601",5.05660377358491
"609",6.59259259259259
"625",7.28395061728395
"633",6.8843537414966
"641",10.2073170731707
"649",13.5808383233533
"657",26.2456140350877
"665",5.84920634920635
"673",22.9710144927536
"681",19.6503067484663
"689",15.6036585365854
"697",18.5424836601307
"713",6.00735294117647
"769",5.07643312101911
"857",6.19402985074627
"945",7.90853658536585
"969",9.00735294117647
"977",10.5808823529412
"985",20.7080291970803
"993",15.6978417266187
"1001",5.38922155688623
"1009",11.1836734693878
"777",10.1550387596899
"785",5.63758389261745
"793",12.9642857142857
"801",17.2727272727273
"809",15
"817",11.1082802547771
"825",17.0138888888889
"833",9.40251572327044
"841",16.0384615384615
"849",11.4516129032258
"865",15.5064102564103
"873",21.1543209876543
"881",26.1677419354839
"889",21.5562913907285
"897",10.9803921568627
"905",20.9872611464968
"913",20.6882352941176
"921",20.0188679245283
"929",29.4645161290323
"937",30.5792682926829
"953",17.1476510067114
"961",18.9870967741935
"4",15.261744966443
"103",17.6381578947368
"202",9.96794871794872
"229",8.32167832167832
"238",7.51515151515152
"247",8.21641791044776
"256",18.0238095238095
"265",10.841059602649
"274",5.18831168831169
"13",14.6051282051282
"22",8.69587628865979
"31",7.96803652968037
"40",6.03940886699507
"49",6.45739910313901
"58",9.74384236453202
"67",12.7064676616915
"76",20.4460784313725
"85",27.2318181818182
"94",28.827380952381
"112",9.9
"121",16.7327586206897
"130",10.9064039408867
"139",10.2040816326531
"148",13.6570048309179
"157",26.1224489795918
"166",8.69911504424779
"175",14.0526315789474
"184",9
"193",18.5405405405405
"211",25.7238095238095
"220",33.2166666666667
"1018",26.2093023255814
"1117",17
"1210",20.4128440366972
"1219",27.2520325203252
"1228",9.81707317073171
"1237",27.7943925233645
"1246",53.7128712871287
"1254",43.2155172413793
"1263",18.0582524271845
"1027",16.11
"1036",31.8965517241379
"1045",25.4545454545455
"1054",25.1388888888889
"1063",43
"1072",60.4461538461538
"1081",51.0714285714286
"1090",30.844262295082
"1099",38.9495798319328
"1108",15.9056603773585
"1126",35.1359223300971
"1135",45.5267857142857
"1144",23.3193277310924
"1153",18.1203703703704
"1162",13.85
"1171",17.8761061946903
"1180",21.5882352941176
"1189",24.2844036697248
"1198",14.3513513513514
"1272",20.9363636363636
"1364",27.1428571428571
"1453",17.7314814814815
"1478",12.595041322314
"1487",13.2
"1496",14.65
"1505",33.7075471698113
"1514",35.1612903225806
"1523",26.5645161290323
"1281",36.5648854961832
"1289",28.7364341085271
"1298",24.484375
"1307",25.5327868852459
"1316",37.1587301587302
"1324",50.0819672131148
"1332",49.5193798449612
"1340",46.1893939393939
"1348",65.1481481481482
"1356",53.3709677419355
"1373",33.875
"1381",43.984126984127
"1389",47.2868217054264
"1397",18.7295081967213
"1405",58.3333333333333
"1413",49.7461538461538
"1421",35.2727272727273
"1429",27.8333333333333
"1437",37.3846153846154
"1445",27.3333333333333
"1462",32.54
"1470",37.6724137931034
"1532",43.4285714285714
"1620",27.474358974359
"1708",22.2649572649573
"1724",26.5655737704918
"1732",24.3028169014085
"1740",36.3671875
"1748",58.12
"1756",44.8914728682171
"1764",37.099173553719
"1540",30.8661417322835
"1548",22.7166666666667
"1556",18.5826771653543
"1564",15.3457943925234
"1572",12.1171171171171
"1580",19.954954954955
"1588",23.8888888888889
"1596",26.7113402061856
"1604",35.6422018348624
"1612",29.625
"1628",21.1774193548387
"1636",21.7950819672131
"1644",21.5086206896552
"1652",15.1754385964912
"1660",26.3921568627451
"1668",37.4774774774775
"1676",28.9338235294118
"1684",30.7403846153846
"1692",9.81481481481481
"1700",18.7452830188679
"1716",41.212389380531
"1772",31.2173913043478
"1860",37.416
"1948",40.5153846153846
"1972",29.198347107438
"1980",18.780701754386
"1988",16.047619047619
"1996",22.9396551724138
"2004",32.4237288135593
"2012",36.2833333333333
"1780",25.4341085271318
"1788",26.1809523809524
"1796",13.6601941747573
"1804",18.2456140350877
"1812",24.9158878504673
"1820",19.7881355932203
"1828",38.4508196721311
"1836",35.7348484848485
"1844",22.5436893203883
"1852",26.2622950819672
"1868",28.5675675675676
"1876",28.8660714285714
"1884",24.1880341880342
"1892",54.4545454545455
"1900",52.88
"1908",42.8384615384615
"1916",34.1304347826087
"1924",34.936
"1932",36.4912280701754
"1940",36.6228070175439
"1956",47.7586206896552
"1964",44.2105263157895
"2020",23.1932773109244
"2108",31.2049180327869
"2195",32.1102941176471
"2211",17.1746031746032
"2219",31.128
"2227",28.9099099099099
"2235",28.664
"2243",40.7557251908397
"2251",46.008547008547
"2028",31.9384615384615
"2036",40.1832061068702
"2044",32.4018691588785
"2052",32.0733944954128
"2060",26.6048387096774
"2068",27.5206611570248
"2076",36.12
"2084",36.9047619047619
"2092",33.0793650793651
"2100",19.1964285714286
"2116",24.7586206896552
"2124",24.8333333333333
"2132",32.9159663865546
"2140",48.5169491525424
"2147",59.6043165467626
"2155",35.5
"2163",25.5
"2171",20.3559322033898
"2179",30.0508474576271
"2187",20.695652173913
"2203",31.4220183486239
"2259",29.7297297297297
"2347",42.8898305084746
"2435",29.1363636363636
"2457",10.2222222222222
"2465",12.037037037037
"2473",19.8148148148148
"2481",23.3474576271186
"2489",41.1574803149606
"2497",19.404958677686
"2267",14.3831775700935
"2275",16.6847826086957
"2283",13.0406504065041
"2291",20.4098360655738
"2299",22.3361344537815
"2307",48.525
"2315",23.2396694214876
"2323",16.1603773584906
"2331",23.4408602150538
"2339",37.5116279069767
"2355",20.7425742574257
"2363",40.6440677966102
"2371",39.9185185185185
"2379",39.0756302521008
"2387",17.9741379310345
"2395",10.6964285714286
"2403",16.7083333333333
