DATE,wait_time,HOLIDAYPX,HOLIDAY,HOLIDAYM,AKHOURS,AKHOURSEMH,AKEMHMORN,AKEMHEVE,inSession,inSession_Florida,inSession_sqrt_WDW,WDWTICKETSEASON,WDWevent,AKevent,WDWMAXTEMP,WDWMINTEMP
3/24/2018,42.67361111,7,0,0,14,15,1,0,80,44,76,peak,0,0,78.29,48.14
3/25/2018,55.39285714,6,0,0,15,15,0,0,69,62,71,peak,0,0,81.52,56.18
3/26/2018,53.92857143,5,0,0,15,16,1,0,69,62,71,peak,0,0,76.06,64.14
3/27/2018,63.71830986,4,0,0,15,15,0,0,70,62,71,peak,0,0,77.82,61.81
3/28/2018,50.40277778,3,0,0,15,15,0,0,70,62,71,peak,0,0,81.2,58.34
3/29/2018,61.4,2,0,0,15,15,0,0,65,62,67,peak,0,0,83.91,62.9
3/30/2018,42.20945946,0,1,0,15,15,0,0,39,28,38,peak,0,0,84.23,65.06
3/31/2018,56.83221477,0,1,0,15,16,1,0,39,28,38,peak,0,0,73.37,65.6
4/1/2018,40.79850746,0,1,0,14,14,0,0,54,83,56,peak,0,0,83.04,63.38
4/2/2018,62.03225806,0,1,5,15,16,1,0,54,83,56,peak,0,0,83.71,67.1
4/3/2018,60.57823129,2,0,5,14.5,14.5,0,0,66,96,70,peak,0,0,86.05,66.52
4/4/2018,65.9020979,3,0,5,14.5,14.5,0,0,67,96,70,peak,0,0,86.09,65.94
4/5/2018,61.81481481,4,0,0,14.5,14.5,0,0,66,96,70,peak,0,0,79.84,62.68
4/6/2018,46.40559441,5,0,0,14.5,14.5,0,0,65,96,70,peak,0,0,84.32,60.81
4/7/2018,31.24832215,6,0,0,15,16,1,0,65,96,70,peak,0,0,85.21,66.96
4/8/2018,49.05172414,7,0,0,12.5,12.5,0,0,93,100,99,peak,0,0,75.71,65.6
4/9/2018,35.02325581,8,0,0,12.5,13.5,1,0,93,100,99,regular,0,0,86.04,66.35
4/10/2018,20.376,9,0,0,12.5,12.5,0,0,93,100,99,regular,0,0,74.37,66.09
4/11/2018,48.95238095,10,0,0,12.5,12.5,0,0,93,100,99,regular,0,0,75.22,59.9
4/12/2018,44.67226891,11,0,0,12.5,12.5,0,0,93,100,99,regular,0,0,79.88,56.82
4/13/2018,47.43697479,12,0,0,12.5,12.5,0,0,89,100,96,regular,0,0,82.73,63.32
4/14/2018,60.24615385,13,0,0,12.5,13.5,1,0,89,100,96,regular,0,0,86.87,64.5
4/15/2018,21.72268908,14,0,0,12.5,12.5,0,0,92,100,97,regular,0,0,86.86,63.23
4/16/2018,58.76515152,15,0,0,12.5,13.5,1,0,92,100,97,regular,0,0,69.71,57.54
4/17/2018,43.4789916,16,0,0,11.5,11.5,0,0,94,100,99,regular,0,0,78.3,52.69
4/18/2018,34.10852713,17,0,0,12.5,12.5,0,0,94,100,99,regular,0,0,86.64,51.99
4/19/2018,40.63559322,17,0,0,12.5,12.5,0,0,94,100,99,regular,0,0,84.78,58.14
4/20/2018,55.45081967,16,0,0,12.5,12.5,0,0,90,100,97,regular,0,0,82.33,61.34
4/21/2018,63.9,15,0,0,14.5,14.5,0,0,90,100,97,regular,0,0,82.29,66.16
4/22/2018,43.80620155,14,0,0,13,13,0,0,93,100,99,regular,0,1,80.35,70.63
4/23/2018,26.98412698,13,0,0,12.5,13.5,1,0,93,100,99,value,0,1,83.83,70.67
4/24/2018,22.78991597,12,0,0,12.5,12.5,0,0,94,100,99,value,0,1,83.09,66.54
4/25/2018,48.15503876,11,0,0,12.5,13.5,1,0,93,100,99,value,0,1,81.03,60.52
4/26/2018,44.70588235,10,0,0,12.5,12.5,0,0,93,100,99,value,0,1,81.8,58.56
4/27/2018,52.65289256,9,0,0,12.5,12.5,0,0,90,100,96,value,0,1,84.33,63.01
4/28/2018,53.60264901,8,0,0,13.5,14.5,1,0,90,100,96,regular,1,1,81.93,61.26
4/29/2018,40.95774648,7,0,0,13.5,14.5,1,0,95,100,100,regular,1,1,85.45,61.73
4/30/2018,32.72592593,6,0,0,13,14,1,0,95,100,100,value,0,1,82.6,64.3
5/1/2018,30.23255814,5,0,0,13,14,1,0,96,100,100,value,0,1,83.47,63.6
5/2/2018,27.16058394,4,0,0,13,14,1,0,96,100,100,value,0,1,82.86,61.8
5/3/2018,46.83333333,3,0,0,13,14,1,0,96,100,100,value,0,1,84.33,65.25
5/4/2018,58.11363636,2,0,0,13,14,1,0,93,100,97,regular,0,1,85.76,64.55
5/5/2018,53.13013699,0,1,0,14.5,15.5,1,0,93,100,97,peak,0,1,82.35,65.55
5/6/2018,32.51851852,2,0,1,13.5,14.5,1,0,96,100,100,peak,0,0,77.86,71.38
5/7/2018,52.79562044,3,0,0,13,14,1,0,96,100,100,regular,0,0,88.8,67.54
5/8/2018,30.17073171,4,0,0,13,14,1,0,94,100,99,regular,0,0,86.37,63.11
5/9/2018,33.63636364,5,0,0,13,14,1,0,96,100,100,regular,0,0,86.85,62.32
5/10/2018,33,4,0,0,13,14,1,0,96,100,100,regular,0,0,85.97,64.02
5/11/2018,33.2,3,0,0,13,13,0,0,96,100,100,regular,0,0,91.73,65.96
5/12/2018,42.14285714,2,0,0,12,13,1,0,96,100,100,peak,0,0,78.56,71.04
5/13/2018,39.79824561,0,1,0,13.5,13.5,0,0,95,100,99,peak,0,0,83,69.73
5/14/2018,28.51145038,2,0,1,13,14,1,0,95,100,99,regular,0,0,74.65,70.55
5/15/2018,36.8358209,3,0,0,13,14,1,0,96,100,100,regular,0,0,82.88,70.16
5/16/2018,31.02459016,4,0,0,12,13,1,0,96,100,99,regular,0,0,84.8,69.58
5/17/2018,46.19834711,5,0,0,13,13,0,0,95,100,99,regular,0,0,81.77,70.7
5/18/2018,42.03007519,6,0,0,13,14,1,0,94,100,98,regular,0,0,84.8,69.39
5/19/2018,27.72058824,7,0,0,13.5,14.5,1,0,94,100,98,peak,0,0,81.09,70.04
5/20/2018,14.8778626,0,1,0,13,14,1,0,93,100,99,peak,0,0,76.33,69.63
5/21/2018,44.72592593,8,0,0,13,14,1,0,93,100,99,regular,0,0,78.46,72.08
5/22/2018,53.48484848,7,0,0,13,14,1,0,93,100,96,regular,0,0,81.15,71.85
5/23/2018,25.85271318,6,0,0,13,14,1,0,93,100,98,regular,0,0,87.48,69.02
5/24/2018,36.10687023,5,0,0,13,14,1,0,85,96,91,regular,0,0,89.52,71.12
5/25/2018,45.13533835,4,0,3,13,14,1,0,76,72,74,peak,0,0,85.27,72.25
5/26/2018,51.18421053,3,0,3,15,16,1,0,76,72,74,peak,0,0,83.64,70.64
5/27/2018,32.66666667,2,0,3,15,15,0,0,0,0,0,peak,0,0,81.04,70.51
5/28/2018,42.21428571,0,1,0,14,15,1,0,0,0,0,peak,0,0,84.87,72.84
5/29/2018,42.40151515,2,0,3,14,14,0,0,69,66,66,peak,0,0,87.41,72.81
5/30/2018,18.62878788,3,0,0,13,14,1,0,69,66,66,peak,0,0,79.1,73.05
5/31/2018,47.93283582,4,0,0,13,14,1,0,64,49,55,peak,1,0,84.66,72.37
6/1/2018,48.24087591,5,0,0,13,14,1,0,58,33,49,regular,1,0,87.18,71.43
6/2/2018,53.86466165,6,0,0,13,14,1,0,58,33,49,regular,1,0,89.8,72.89
6/3/2018,56.2,7,0,0,13.5,14.5,1,0,49,33,44,regular,1,0,87.24,74.42
6/4/2018,46.74285714,8,0,0,13.5,14.5,1,0,49,33,44,regular,0,0,91.94,77.41
6/5/2018,60.82142857,9,0,0,13.5,14.5,1,0,50,33,44,regular,0,0,89.47,76.66
6/6/2018,46.55714286,10,0,0,13.5,14.5,1,0,48,33,41,regular,0,0,83.17,73.74
6/7/2018,41.69565217,11,0,0,13.5,14.5,1,0,44,19,30,regular,0,0,87.46,71.27
6/8/2018,44.54285714,10,0,0,13.5,14.5,1,0,39,0,27,regular,0,0,87.74,70.25
6/9/2018,47.36054422,9,0,0,13.5,14.5,1,0,39,0,27,regular,0,0,89.78,70.49
6/10/2018,47.97945205,8,0,0,13.5,14.5,1,0,32,0,16,regular,0,0,89.6,71.19
6/11/2018,43.76870748,7,0,0,13.5,14.5,1,0,32,0,16,regular,0,0,88.61,71.22
6/12/2018,49.33557047,6,0,0,13.5,14.5,1,0,33,0,22,regular,0,0,90.35,71.3
6/13/2018,39.05298013,5,0,0,13.5,14.5,1,0,29,0,19,regular,0,0,88.91,72.6
6/14/2018,46.68275862,4,0,0,13.5,14.5,1,0,27,0,18,regular,0,0,88.07,71.37
6/15/2018,44.82236842,3,0,0,13.5,14.5,1,0,22,0,9,regular,0,0,88.28,74.25
6/16/2018,57.07482993,2,0,0,13.5,14.5,1,0,22,0,9,regular,0,0,91.41,73.83
6/17/2018,33.28187919,0,1,0,13.5,14.5,1,0,17,0,12,regular,0,0,82.85,77.41
6/18/2018,50.10958904,2,0,1,13.5,14.5,1,0,17,0,12,regular,0,0,82.92,77.48
6/19/2018,59.62328767,3,0,0,13.5,14.5,1,0,16,0,9,regular,0,0,82.98,77.54
6/20/2018,53.83870968,4,0,0,13.5,14.5,1,0,16,0,9,regular,0,0,83.04,77.6
6/21/2018,54.07189542,5,0,0,13.5,14.5,1,0,14,0,9,regular,0,0,83.11,77.66
6/22/2018,60.65068493,6,0,0,13.5,14.5,1,0,11,0,2,regular,0,0,91.64,73.88
6/23/2018,53.08219178,7,0,0,13.5,14.5,1,0,11,0,2,regular,0,0,92.77,76.72
6/24/2018,43.53378378,8,0,0,13.5,14.5,1,0,12,0,8,regular,0,0,90.85,77.37
6/25/2018,41.81168831,9,0,0,13.5,14.5,1,0,12,0,8,peak,0,0,87.49,76.92
6/26/2018,63.60958904,9,0,0,13.5,14.5,1,0,11,0,8,peak,0,0,89.26,73.55
6/27/2018,58.77124183,8,0,0,13.5,14.5,1,0,11,0,1,peak,0,0,88.69,72.24
6/28/2018,51.22068966,7,0,0,13.5,14.5,1,0,10,0,1,peak,0,0,90.42,75.5
6/29/2018,41.42361111,6,0,0,13.5,14.5,1,0,8,0,1,peak,0,0,91.75,76.05
6/30/2018,24.84210526,5,0,0,13.5,14.5,1,0,8,0,1,peak,0,0,87.72,76.19
7/1/2018,40.25735294,4,0,0,13.5,13.5,0,0,0,0,0,peak,0,0,90.96,74.24
7/2/2018,30.36170213,3,0,4,13.5,13.5,0,0,0,0,0,peak,0,0,90.96,74.24
7/3/2018,42.83088235,2,0,4,13.5,13.5,0,0,0,0,0,peak,0,0,90.26,76.22
7/4/2018,19.20645161,0,1,0,13.5,14.5,1,0,0,0,0,peak,0,0,92.91,74.48
7/5/2018,48.94160584,2,0,4,13.5,13.5,0,0,0,0,0,regular,0,0,93.52,76.12
7/6/2018,33.96396396,3,0,4,13.5,13.5,0,0,0,0,0,regular,0,0,92.22,75.61
7/7/2018,21.93243243,4,0,0,13.5,14.5,1,0,0,0,0,regular,0,0,87.82,75.72
7/8/2018,32.62043796,5,0,0,13,13,0,0,5,0,6,regular,0,0,89.86,73.89
7/9/2018,29.75675676,6,0,0,13.5,14.5,1,0,5,0,6,regular,0,0,91.6,74.35
7/10/2018,40.69343066,7,0,0,13.5,13.5,0,0,4,0,0,regular,0,0,90.04,73.87
7/11/2018,29.09352518,8,0,0,13.5,13.5,0,0,4,0,0,regular,0,0,89.24,74.88
7/12/2018,30.0729927,9,0,0,13.5,13.5,0,0,4,0,0,regular,0,0,86.67,74.58
7/13/2018,47.2556391,10,0,0,13,13,0,0,4,0,0,regular,0,0,87.26,77.21
7/14/2018,26.41549296,11,0,0,13,14,1,0,4,0,0,regular,0,0,92.52,75.72
7/15/2018,34.9084507,12,0,0,13,13,0,0,4,0,0,regular,0,0,92.29,75.64
7/16/2018,33.51351351,13,0,0,13.5,14.5,1,0,4,0,0,regular,0,0,91.42,74.22
7/17/2018,32.32142857,14,0,0,13.5,13.5,0,0,4,0,0,regular,0,0,88.44,74.18
7/18/2018,30.11029412,15,0,0,13.5,13.5,0,0,4,0,0,regular,0,0,88.17,74.84
7/19/2018,38.74074074,16,0,0,13.5,13.5,0,0,6,0,0,regular,0,0,89.65,74.29
7/20/2018,33.23484848,17,0,0,13,13,0,0,6,0,0,regular,0,0,87.06,74.24
7/21/2018,28.63013699,18,0,0,13,14,1,0,6,0,0,regular,0,0,85.15,73.92
7/22/2018,27.07692308,19,0,0,13.5,13.5,0,0,7,0,0,regular,0,0,81.35,75.25
7/23/2018,36.60402685,20,0,0,13.5,14.5,1,0,7,0,0,regular,0,0,88.31,76.46
7/24/2018,38.17266187,21,0,0,13.5,13.5,0,0,8,0,0,regular,0,0,93.07,75.44
7/25/2018,35.22222222,22,0,0,13.5,13.5,0,0,12,0,0,regular,0,0,93.69,77.3
7/26/2018,42.14814815,23,0,0,13.5,13.5,0,0,12,0,0,regular,0,0,91.8,76.61
7/27/2018,37.71014493,24,0,0,13.5,13.5,0,0,12,0,1,regular,0,0,91.53,76.77
7/28/2018,33.33557047,25,0,0,13.5,14.5,1,0,12,0,1,regular,0,0,87.02,77.11
7/29/2018,23.43609023,26,0,0,13,13,0,0,12,0,0,regular,0,0,81.61,76.81
7/30/2018,34.35135135,27,0,0,13,14,1,0,12,0,0,regular,0,0,78.83,74.17
7/31/2018,27.06617647,28,0,0,13,13,0,0,12,0,0,regular,0,0,91.5,73.92
8/1/2018,25.90243902,29,0,0,12,12,0,0,14,0,7,regular,0,0,84.19,75.14
8/2/2018,34.57352941,30,0,0,13,13,0,0,15,0,7,regular,0,0,90.84,74.84
8/3/2018,36.32575758,31,0,0,13,13,0,0,16,18,11,regular,0,0,92.57,74.58
8/4/2018,31.6013986,31,0,0,13,14,1,0,16,18,11,regular,0,0,92.08,77.29
8/5/2018,38.1496063,30,0,0,12.5,12.5,0,0,25,18,19,regular,0,0,92.69,76.21
8/6/2018,39.24242424,29,0,0,12,13,1,0,25,18,19,regular,0,0,92.32,77.5
8/7/2018,40.47244094,28,0,0,12.5,12.5,0,0,25,18,19,regular,0,0,92.9,78.01
8/8/2018,29.30327869,27,0,0,12,12,0,0,27,18,19,regular,0,0,93.02,77.41
8/9/2018,34.1221374,26,0,0,12.5,12.5,0,0,28,18,20,regular,0,0,92.32,77.43
8/10/2018,47.18253968,25,0,0,12.5,12.5,0,0,31,40,29,regular,0,0,89.47,76.51
8/11/2018,59.14965986,24,0,0,13.5,14.5,1,0,31,40,29,regular,0,0,90.72,75.74
8/12/2018,35.33333333,23,0,0,12.5,12.5,0,0,45,83,54,regular,0,0,88.05,75.88
8/13/2018,31.09375,22,0,0,11.5,12.5,1,0,45,83,54,regular,0,0,90.83,75.86
8/14/2018,39.94736842,21,0,0,12.5,12.5,0,0,45,83,54,regular,0,0,89.9,77.16
8/15/2018,32.88888889,20,0,0,12.5,12.5,0,0,50,97,61,regular,0,0,89.8,77.56
8/16/2018,45.54961832,19,0,0,12.5,12.5,0,0,55,97,64,regular,0,0,90.61,76.38
8/17/2018,36.5648855,18,0,0,12.5,12.5,0,0,54,97,64,regular,0,0,89.61,74.7
8/18/2018,27.7388535,17,0,0,13.5,14.5,1,0,54,97,64,regular,0,0,92.52,73.51
8/19/2018,26.83206107,16,0,0,12.5,12.5,0,0,64,97,68,regular,0,0,89.59,77.46
8/20/2018,33.32167832,15,0,0,12.5,13.5,1,0,64,97,68,regular,0,0,90.24,76.95
8/21/2018,20.28125,14,0,0,12.5,12.5,0,0,66,97,69,regular,0,0,93.04,74.22
8/22/2018,23.23134328,13,0,0,12.5,12.5,0,0,67,97,71,regular,0,0,91.35,76.42
8/23/2018,28.99242424,12,0,0,12.5,12.5,0,0,71,97,72,regular,0,0,90.71,76.31
8/24/2018,24.29545455,11,0,0,12.5,12.5,0,0,71,97,72,regular,0,0,86.13,76.43
8/25/2018,22.73972603,10,0,0,12.5,13.5,1,0,71,97,72,regular,0,0,85.88,76.17
8/26/2018,23.17073171,9,0,0,11.5,11.5,0,0,82,100,85,regular,0,0,84.62,76.33
8/27/2018,17.66412214,8,0,0,11.5,12.5,1,0,82,100,85,value,0,0,82.91,75.27
8/28/2018,8.583333333,7,0,0,11.5,11.5,0,0,83,100,86,value,0,0,86.28,74.74
8/29/2018,13.80833333,6,0,0,11.5,11.5,0,0,84,100,86,value,0,0,92.09,73.47
8/30/2018,16.63865546,5,0,0,11.5,11.5,0,0,85,100,87,value,0,0,93.25,77.28
8/31/2018,17.30252101,4,0,0,11.5,11.5,0,0,80,100,83,value,0,0,91.21,74.38
9/1/2018,14.20769231,3,0,0,11.5,12.5,1,0,80,100,83,regular,0,0,86.44,73.13
9/2/2018,31.2972973,2,0,1,14,14,0,0,1,0,0,regular,0,0,86.24,74.23
9/3/2018,17.08333333,0,1,0,12,13,1,0,1,0,0,regular,0,0,88.33,75.08
9/4/2018,14.54263566,2,0,1,11.5,11.5,0,0,94,100,93,value,0,0,89.19,74.89
9/5/2018,13.66666667,3,0,0,11.5,11.5,0,0,96,100,100,value,0,0,83.97,76.1
9/6/2018,15.40163934,4,0,0,11.5,11.5,0,0,96,100,99,value,0,0,90.65,75.31
9/7/2018,13.29545455,5,0,0,11.5,11.5,0,0,95,100,99,regular,0,0,86.99,77.11
9/8/2018,18,6,0,0,11.5,12.5,1,0,95,100,99,regular,0,0,83.44,76.8
9/9/2018,21.69047619,7,0,0,11.5,11.5,0,0,88,62,75,regular,0,0,79.86,74.32
9/10/2018,20.23664122,0,1,0,11.5,12.5,1,0,88,62,75,value,0,0,82.84,74.26
9/11/2018,19.08264463,9,0,0,11.5,11.5,0,0,94,89,90,value,0,0,87.71,72.6
9/12/2018,12.36134454,10,0,0,11.5,11.5,0,0,95,89,95,value,0,0,89.86,71.33
9/13/2018,20.82258065,11,0,0,11.5,11.5,0,0,95,89,95,value,0,0,89.76,75.76
9/14/2018,38.67592593,12,0,0,11.5,11.5,0,0,94,89,95,regular,0,0,89.67,74.77
9/15/2018,32.76153846,13,0,0,11.5,12.5,1,0,94,89,95,regular,0,0,90.26,75.87
9/16/2018,27.624,14,0,0,12,12,0,0,93,81,90,regular,0,0,89.4,74.62
9/17/2018,23.87401575,15,0,0,11,12,1,0,93,81,90,value,0,0,85.73,73.07
9/18/2018,18.86666667,16,0,0,11,11,0,0,95,89,95,value,0,0,86.28,73.24
9/19/2018,14.64957265,0,1,0,11,11,0,0,88,66,76,value,0,0,90.34,72.31
9/20/2018,26.34188034,18,0,0,11,11,0,0,95,89,95,value,0,0,89.27,72.63
9/21/2018,35.54166667,18,0,0,11,11,0,0,93,89,92,regular,0,0,87.75,73.94
9/22/2018,21.60992908,17,0,0,12.5,13.5,1,0,93,89,92,regular,0,0,87.38,74.19
9/23/2018,23.37391304,16,0,0,11,11,0,0,93,89,94,regular,0,0,88.97,74.87
9/24/2018,21.79230769,0,1,0,11,12,1,0,93,89,94,value,0,0,90.63,74.12
9/25/2018,28.02631579,14,0,0,11,11,0,0,93,89,94,value,0,0,91.27,74.1
9/26/2018,13.42105263,13,0,0,11,11,0,0,92,89,93,value,0,0,91.15,74.66
9/27/2018,33.43478261,12,0,0,11,11,0,0,93,89,94,value,0,0,91.84,73.98
9/28/2018,24.2920354,11,0,0,11,11,0,0,87,89,93,regular,0,0,88.03,74.84
9/29/2018,31.13740458,10,0,0,11.5,12.5,1,0,87,89,93,regular,0,0,85.89,74.36
9/30/2018,23.27350427,9,0,0,11,11,0,0,93,100,99,regular,0,0,85.07,74.26
10/1/2018,24.45669291,0,1,0,11,12,1,0,93,100,99,value,0,0,84.2,74.71
10/2/2018,17,7,0,0,11,11,0,0,93,100,100,value,0,0,81.86,74.84
10/3/2018,21.89473684,6,0,0,11,11,0,0,93,100,100,value,0,0,81.48,73.03
10/4/2018,25.42735043,5,0,0,11,11,0,0,92,100,97,value,0,0,77.82,72.83
10/5/2018,37.50434783,4,0,2,11,11,0,0,88,100,93,regular,0,0,88.92,73.62
10/6/2018,42.796875,3,0,2,11,12,1,0,88,100,93,peak,0,0,90.58,77.83
10/7/2018,51.65254237,2,0,2,11,11,0,0,64,87,64,regular,0,0,89.63,76.98
10/8/2018,55.56451613,0,1,0,11,12,1,0,64,87,64,regular,0,0,89.87,76.73
10/9/2018,35.26315789,2,0,2,11,11,0,0,84,87,86,regular,0,0,90.1,76.11
10/10/2018,23.23076923,3,0,0,11,11,0,0,88,87,88,regular,0,0,88.1,73.5
10/11/2018,36.19166667,4,0,0,11,11,0,0,86,83,86,regular,0,0,85.84,70.97
10/12/2018,45.39823009,5,0,0,11,11,0,0,80,78,81,regular,0,0,85.91,74.34
10/13/2018,38.66935484,6,0,0,11,12,1,0,80,78,81,peak,0,0,86.02,74.85
10/14/2018,40.3125,7,0,0,11,11,0,0,87,65,80,regular,0,0,88.09,73.09
10/15/2018,33.008,8,0,0,11,12,1,0,87,65,80,regular,0,0,88.57,73.9
10/16/2018,25.26785714,9,0,0,11,11,0,0,94,100,99,regular,0,0,80.03,71.89
10/17/2018,21.48739496,10,0,0,11,11,0,0,93,100,97,regular,0,0,80.8,70.57
10/18/2018,33.16666667,0,1,0,11,11,0,0,85,82,90,regular,0,0,85.52,70.1
10/19/2018,44.26890756,0,1,0,11,11,0,0,78,66,80,regular,0,0,84.39,71.63
10/20/2018,44.34328358,12,0,0,12,13,1,0,78,66,80,peak,0,0,84.55,71.36
10/21/2018,42.1440678,11,0,0,11,11,0,0,91,100,97,regular,0,0,87.62,73.18
10/22/2018,41.33846154,10,0,0,11,12,1,0,91,100,97,regular,0,0,84.49,73.9
10/23/2018,19.79130435,9,0,0,11,11,0,0,96,100,100,regular,0,0,80.35,67.56
10/24/2018,16.03508772,8,0,0,11,11,0,0,96,100,100,regular,0,0,70.84,56.7
10/25/2018,20.08403361,7,0,0,11,11,0,0,93,100,99,regular,0,0,72.57,52.49
10/26/2018,34.12711864,0,1,0,11,11,0,0,88,90,89,regular,0,0,78.28,55.27
10/27/2018,46.87401575,5,0,0,11,12,1,0,88,90,89,peak,0,0,79.24,60.34
10/28/2018,35.98290598,4,0,0,11,11,0,0,92,97,95,regular,0,0,68.98,52.07
10/29/2018,21.83064516,3,0,0,11,11,0,0,92,97,95,value,0,0,67.61,46.15
10/30/2018,26.68253968,2,0,0,11,12,1,0,94,97,97,value,0,0,74.67,47.55
10/31/2018,11.46610169,0,1,0,11,11,0,0,92,97,95,value,0,0,79.22,58.18
11/1/2018,20.92920354,2,0,1,11,11,0,0,91,100,98,value,0,0,82.13,60.37
11/2/2018,24.72649573,3,0,0,11,11,0,0,90,91,95,regular,0,0,80.64,64.88
11/3/2018,44.31496063,4,0,0,11,12,1,0,90,91,95,peak,0,0,82.52,63.7
11/4/2018,25.85123967,5,0,0,11,11,0,0,89,100,94,regular,0,0,82.1,64.33
11/5/2018,44.968,6,0,0,11,12,1,0,89,100,94,regular,0,0,83.22,69.27
11/6/2018,21.90833333,0,1,2,11,11,0,0,72,87,74,regular,0,0,84,65.72
11/7/2018,19.12903226,5,0,2,11,12,1,0,94,100,99,regular,0,0,83.74,63.65
11/8/2018,34.5826087,0,1,2,11,11,0,0,96,100,100,regular,1,0,82.52,65.33
11/9/2018,33.37815126,0,1,2,11,11,0,0,93,100,95,regular,1,0,71.62,62.69
11/10/2018,53.87826087,2,0,2,11,11,0,0,93,100,95,peak,1,0,71.62,62.69
11/11/2018,47.54166667,0,1,2,11,11,0,0,53,54,58,regular,1,0,78.73,61.31
11/12/2018,45.60483871,2,0,1,11,12,1,0,53,54,58,value,1,0,81.27,66.99
11/13/2018,34.71794872,3,0,0,11,11,0,0,96,100,99,value,1,0,78.38,62.01
11/14/2018,18.99180328,4,0,0,11,11,0,0,96,100,99,value,1,0,75.73,57.87
11/15/2018,36.05982906,5,0,0,11,11,0,0,96,100,99,value,1,0,74.79,59.39
11/16/2018,42.93103448,6,0,0,11,11,0,0,94,100,98,regular,1,0,76.84,56.05
11/17/2018,36.21428571,6,0,0,11,12,1,0,94,100,98,peak,1,0,79.12,55.34
11/18/2018,41.76691729,5,0,0,13,13,0,0,51,31,41,peak,1,0,78.55,58.22
11/19/2018,69.94326241,4,0,0,13,14,1,0,51,31,41,peak,1,0,76.34,49.85
11/20/2018,63.25185185,3,0,5,13,13,0,0,49,31,40,peak,1,0,74.1,62.54
11/21/2018,68.36956522,2,0,5,13,13,0,0,10,0,9,peak,1,0,78.62,62.51
11/22/2018,43.41791045,0,1,0,13,13,0,0,0,0,0,peak,1,0,74.31,67.12
11/23/2018,57.82089552,2,0,5,13,13,0,0,0,0,0,peak,1,0,67.69,58.4
11/24/2018,39.14184397,3,0,5,13,14,1,0,0,0,0,peak,1,0,73.3,54.11
11/25/2018,41.59482759,4,0,5,11,11,0,0,96,100,100,regular,1,0,74.51,54.44
11/26/2018,47.68181818,5,0,0,11,12,1,0,96,100,100,value,1,0,76.13,52.73
11/27/2018,59.04385965,6,0,0,11,11,0,0,96,100,100,value,1,0,80.73,60.83
11/28/2018,36.30252101,7,0,0,11,11,0,0,96,100,100,value,1,0,80.42,65.69
11/29/2018,57.98373984,8,0,0,11,11,0,0,95,100,99,value,1,0,80.39,63.07
11/30/2018,46.70940171,9,0,0,11,11,0,0,94,100,99,regular,1,0,81.38,58.61
12/1/2018,43.06153846,10,0,0,11,12,1,0,94,100,99,peak,1,0,81.25,59.73
12/2/2018,51,11,0,0,11,11,0,0,96,100,100,regular,1,0,79.42,59.3
12/3/2018,44.2,0,1,0,11,12,1,0,96,100,100,regular,1,0,77.66,61.4
12/4/2018,58.58536585,13,0,0,11,11,0,0,96,100,100,regular,1,1,81.15,60.53
12/5/2018,48.75229358,14,0,0,10,10,0,0,96,100,100,regular,1,0,82.07,61.87
12/6/2018,58.26086957,15,0,0,11,11,0,0,96,100,99,regular,1,0,70.62,63.78
12/7/2018,56.50862069,16,0,0,11,11,0,0,96,100,100,regular,1,0,82.63,61.61
12/8/2018,44.97692308,17,0,0,11,12,1,0,96,100,100,peak,1,0,70.54,44.9
12/9/2018,23.34821429,16,0,0,11,11,0,0,96,100,100,regular,1,0,57.34,39.58
12/10/2018,46.89147287,15,0,0,11,12,1,0,96,100,100,regular,1,0,62.29,37.98
12/11/2018,44.27272727,14,0,0,11,11,0,0,96,100,100,regular,1,0,72.54,42.02
12/12/2018,43.21088435,13,0,0,11,11,0,0,96,100,100,regular,1,1,62.47,43.54
12/13/2018,50.83050847,12,0,0,11,11,0,0,96,100,100,regular,1,0,72.31,42.46
12/14/2018,33.36206897,11,0,0,11,11,0,0,96,100,99,regular,1,0,75.78,57.79
12/15/2018,32.20930233,10,0,0,11,12,1,0,96,100,99,peak,1,0,72.01,55.03
12/16/2018,59.43859649,9,0,0,11,11,0,0,91,100,96,regular,1,0,78.48,54.35
12/17/2018,60.92307692,8,0,0,11,12,1,0,91,100,96,regular,1,0,81.57,61.04
12/18/2018,61.51006711,7,0,0,11,11,0,0,90,82,92,regular,1,1,82.06,63.58
12/19/2018,68.58333333,6,0,0,11,11,0,0,88,82,90,regular,1,0,80.45,62.09
12/20/2018,10.58035714,5,0,0,11,11,0,0,80,79,83,peak,1,0,82.01,64.24
12/21/2018,69.90598291,4,0,0,11,11,0,0,57,65,57,peak,1,0,76.05,61.06
12/22/2018,68.25203252,3,0,5,11,12,1,0,57,65,57,peak,1,0,79.38,59.01
12/23/2018,73.0141844,2,0,5,14,14,0,0,0,0,0,peak,1,0,79.38,59.01
12/24/2018,58.20512821,0,1,0,14,15,1,0,0,0,0,peak,1,0,79.74,60.51
12/25/2018,58.47887324,0,1,5,14,14,0,0,0,0,0,peak,1,0,70.41,54.47
12/26/2018,69.6056338,2,0,5,14,14,0,0,0,0,0,peak,1,0,76.62,56
12/27/2018,80.10791367,3,0,5,14,14,0,0,0,0,0,peak,1,0,68.23,58.83
12/28/2018,74.46258503,4,0,5,14,14,0,0,0,0,0,peak,1,0,58.31,51.12
