DATE,wait_time,HOLIDAYPX,HOLIDAY,HOLIDAYM,AKHOURS,AKHOURSEMH,AKEMHMORN,AKEMHEVE,inSession,inSession_Florida,inSession_sqrt_WDW,WDWTICKETSEASON,WDWevent,AKevent,WDWMAXTEMP,WDWMINTEMP
1/1/2012,21.66666667,0,1,5,12,12,0,0,10,23,13,,0,0,77.29,54.56
1/2/2012,21.25,2,0,5,12,13,1,0,10,23,13,,0,0,65.46,48.8
1/3/2012,9.5,3,0,0,10,10,0,0,65,70,74,,0,0,48.61,37.54
1/4/2012,31.22222222,4,0,0,12,13,1,0,75,73,82,,0,0,57.05,33.34
1/5/2012,44.61538462,5,0,0,11,11,0,0,77,77,85,,0,0,68,35.66
1/6/2012,28.36363636,6,0,0,10,10,0,0,76,75,84,,0,0,70.78,45.39
1/7/2012,25.38461538,7,0,0,10,10,0,0,76,75,84,,0,0,72.39,46.29
1/8/2012,9.454545455,8,0,0,8,8,0,0,91,94,96,,0,0,76.33,48.73
1/9/2012,10.52941176,8,0,0,8,9,1,0,91,94,96,,0,0,76,52.67
1/10/2012,18.41176471,7,0,0,8,8,0,0,92,98,98,,0,0,77.45,53.41
1/11/2012,10,6,0,0,8,9,1,0,92,98,98,,0,0,71.06,58.6
1/12/2012,9.833333333,5,0,0,8,8,0,0,92,98,98,,0,0,76.7,53.72
1/13/2012,15.1,4,0,0,8,8,0,0,89,98,94,,0,0,63.63,48.44
1/14/2012,29.69230769,3,0,2,11,11,0,0,89,98,94,,0,0,55.74,41.78
1/15/2012,36.875,2,0,2,11,11,0,0,0,0,0,,0,0,67.09,35.95
1/16/2012,20,0,1,0,8,9,1,0,0,0,0,,0,0,70.94,44.13
1/17/2012,8.8,2,0,2,8,8,0,0,91,87,91,,0,0,75.41,49.48
1/18/2012,5,3,0,2,8,8,0,0,94,98,99,,0,0,75.78,53.14
1/19/2012,8.333333333,4,0,2,8,9,1,0,94,98,99,,0,0,71.11,49.44
1/20/2012,11.38461538,5,0,0,8,8,0,0,86,65,82,,0,0,75.65,44.62
1/21/2012,17.27272727,6,0,0,10,10,0,0,86,65,82,,0,0,75.8,52.25
1/22/2012,21.66666667,7,0,0,10,10,0,0,85,93,89,,0,0,78.79,50.05
1/23/2012,10,8,0,0,8,9,1,0,85,93,89,,0,0,80.56,54.96
1/24/2012,15.08333333,9,0,0,8,8,0,0,94,98,98,,0,0,81.74,59.29
1/25/2012,9.352941176,10,0,0,8,9,1,0,94,98,98,,0,0,81.35,58.89
1/26/2012,10.5,11,0,0,8,8,0,0,94,98,99,,0,0,82.14,60.27
1/27/2012,11.10526316,10,0,0,8,8,0,0,90,76,86,,0,0,71.4,59.35
1/28/2012,31.11111111,9,0,0,10,10,0,0,90,76,86,,0,0,71.09,49.98
1/29/2012,23.33333333,8,0,0,10,10,0,0,93,98,95,,0,0,72.93,52.43
1/30/2012,8.714285714,7,0,0,8,9,1,0,93,98,95,,0,0,72.33,49.34
1/31/2012,15.17647059,6,0,0,8,8,0,0,94,98,97,,0,0,74.89,51.64
2/1/2012,9.9,5,0,0,8,9,1,0,94,98,99,,0,0,78.78,54.31
2/2/2012,12.5,4,0,0,8,8,0,0,94,98,99,,0,0,80.88,57.91
2/3/2012,15.625,3,0,2,8,8,0,0,91,79,91,,0,0,74.78,61.64
2/4/2012,27.66666667,2,0,2,9,9,0,0,91,79,91,,0,0,79.11,62.17
2/5/2012,18.83333333,0,1,0,9,9,0,0,94,98,99,,0,0,81.09,61
2/6/2012,10,2,0,2,8,9,1,0,94,98,99,,0,0,77.11,65.14
2/7/2012,7.5,3,0,0,8,8,0,0,94,98,99,,0,0,70.2,61.5
2/9/2012,8.142857143,5,0,0,8,8,0,0,94,98,99,,0,0,71.18,56.94
2/10/2012,18.5,5,0,0,8,8,0,0,93,87,94,,0,0,79.03,59.3
2/11/2012,25.83333333,4,0,0,11,11,0,0,93,87,94,,0,0,67.46,51.04
2/12/2012,15.71428571,3,0,0,11,11,0,0,85,98,92,,0,0,52.13,33.35
2/13/2012,21.66666667,2,0,0,9,10,1,0,85,98,92,,0,0,66.44,36.1
2/14/2012,15.71428571,0,1,0,9,9,0,0,93,98,98,,0,0,76.7,49.07
2/15/2012,30,2,0,1,9,10,1,0,91,98,98,,0,0,81,57.21
2/16/2012,32.25,3,0,0,9,9,0,0,91,98,97,,0,0,81.8,63.21
2/17/2012,41.66666667,4,0,0,9,9,0,0,81,95,87,,0,0,76.41,63.54
2/18/2012,35.57142857,3,0,4,12,12,0,0,81,95,87,,0,0,76.35,65.18
2/19/2012,26.5,2,0,4,12,12,0,0,16,28,20,,0,0,84.41,64
2/20/2012,57.77777778,0,1,0,12,13,1,0,16,28,20,,0,0,68.54,54.1
2/21/2012,29.36363636,0,1,4,12,12,0,0,82,93,81,,0,0,75.2,50.49
2/22/2012,46.66666667,0,1,4,12,13,1,0,89,98,86,,0,0,78.78,60.54
2/23/2012,20,2,0,4,11,11,0,0,89,98,87,,0,0,84.2,65.97
2/24/2012,8.222222222,3,0,4,11,11,0,0,88,93,85,,0,0,87.9,66.16
2/25/2012,35.41666667,4,0,4,11,11,0,0,88,93,85,,0,0,70.38,55.51
2/26/2012,11.66666667,5,0,0,9,9,0,0,92,98,98,,0,0,68.83,55.15
2/27/2012,8.75,6,0,0,8,9,1,0,92,98,98,,0,0,82.29,64.74
2/28/2012,26.84615385,7,0,0,8,8,0,0,93,98,98,,0,0,77.71,64
2/29/2012,11.44444444,8,0,0,8,8,0,0,93,98,98,,0,0,84.09,63.96
3/1/2012,15.83333333,9,0,0,8,8,0,0,93,98,98,,0,0,85.71,65.97
3/2/2012,12.7,10,0,0,8,8,0,0,90,98,95,,0,0,84.49,63.87
3/3/2012,23.35714286,11,0,0,10,11,1,0,90,98,95,,0,0,87.9,66.94
3/4/2012,18.64285714,12,0,0,10,10,0,0,90,85,91,,0,0,73.94,52.79
3/5/2012,37.5,13,0,0,10,11,1,0,90,85,91,,0,0,74.19,44.84
3/6/2012,48.33333333,12,0,0,10,10,0,0,92,96,98,,0,0,73.5,52.26
3/7/2012,42.8,11,0,0,10,11,1,0,93,96,98,,0,0,76.33,60.3
3/8/2012,18.33333333,0,1,0,9,9,0,0,93,96,98,,0,0,82.09,61.98
3/9/2012,45,9,0,0,9,9,0,0,88,91,93,,0,0,82.94,67.45
3/10/2012,30.83333333,8,0,0,11,11,0,0,88,91,93,,0,0,79.47,67.34
3/12/2012,34.5,6,0,0,12,13,1,0,76,53,73,,0,0,78.22,62.62
3/13/2012,51.52631579,5,0,0,12,12,0,0,77,53,75,,0,0,79.96,60.12
3/14/2012,62.5,4,0,0,12,13,1,0,77,53,75,,0,0,81.69,60.62
3/15/2012,45.625,3,0,0,11,11,0,0,75,50,73,,0,0,82.87,63.28
3/16/2012,35,2,0,0,10,10,0,0,71,47,70,,0,0,82.22,61.95
3/17/2012,22,0,1,0,10,10,0,0,71,47,70,,0,0,82.24,59.29
3/18/2012,26.66666667,2,0,1,11,11,0,0,85,68,84,,0,0,82.64,60.62
3/19/2012,20,3,0,0,11,12,1,0,85,68,84,,0,0,82.44,60.75
3/20/2012,50.4,4,0,0,11,11,0,0,86,72,86,,0,0,82.1,62.82
3/21/2012,33.33333333,5,0,0,11,12,1,0,85,72,86,,0,0,79.2,65.34
3/22/2012,22.5,6,0,0,10,10,0,0,87,72,87,,0,0,84.42,64.8
3/23/2012,32.5,7,0,0,10,10,0,0,83,62,77,,0,0,84.72,64.79
3/24/2012,35.41666667,8,0,0,10,10,0,0,83,62,77,,0,0,84.5,66.05
3/25/2012,28.70588235,9,0,0,11,11,0,0,81,79,83,,0,0,82.24,68.48
3/26/2012,40,10,0,0,11,12,1,0,81,79,83,,0,0,81.98,58.58
3/27/2012,59.28571429,11,0,0,10,10,0,0,82,79,84,,0,0,83.98,58.34
3/28/2012,40.54545455,10,0,0,11,12,1,0,82,79,83,,0,0,82.16,61.95
3/29/2012,37.82352941,9,0,0,10,10,0,0,82,79,82,,0,0,83,61.19
3/30/2012,42.5,8,0,0,11,11,0,0,73,48,70,,0,0,85.39,62.8
3/31/2012,30.125,0,1,0,11,11,0,0,73,48,70,,0,0,83.6,64.91
4/1/2012,32,6,0,0,12,12,0,0,64,92,67,,0,0,86.33,63.94
4/2/2012,28,5,0,0,12,12,0,0,64,92,67,,0,0,88.3,67.28
4/3/2012,45.38461538,4,0,0,13,13,0,0,66,94,69,,0,0,90.3,65.92
4/4/2012,31,3,0,0,13,14,1,0,65,94,69,,0,0,89.91,64.42
4/5/2012,40.53333333,2,0,0,13,13,0,0,59,88,67,,0,0,86.12,67.45
4/6/2012,30.92857143,0,1,0,12,12,0,0,30,17,23,,0,0,84.43,66
4/7/2012,53.33333333,0,1,0,12,13,1,0,30,17,23,,0,0,78.15,61.94
4/8/2012,14.9,0,1,0,12,12,0,0,66,93,73,,0,0,79.54,60.43
4/9/2012,31.66666667,0,1,5,12,12,0,0,66,93,73,,0,0,81.81,57.58
4/10/2012,48.22222222,2,0,5,12,12,0,0,80,98,83,,0,0,84.63,61.75
4/11/2012,28.33333333,3,0,5,12,13,1,0,80,98,83,,0,0,84.87,63.08
4/12/2012,25,4,0,0,12,12,0,0,80,98,83,,0,0,81.76,63.64
4/13/2012,44.23076923,5,0,0,10,10,0,0,78,98,80,,0,0,83.23,63.98
4/14/2012,29.5,6,0,0,10,11,1,0,78,98,80,,0,0,75.09,65.83
4/15/2012,25.66666667,7,0,0,10,10,0,0,86,98,95,,0,0,81.92,61.98
4/16/2012,23.75,8,0,0,10,11,1,0,86,98,95,,0,0,82.93,61.47
4/17/2012,27.28571429,9,0,0,10,10,0,0,88,98,95,,0,0,83.52,60.74
4/18/2012,35,10,0,0,10,11,1,0,88,98,95,,0,0,84.85,63.76
4/19/2012,43.18181818,11,0,0,10,10,0,0,88,98,95,,0,0,82.6,67.54
4/20/2012,37.125,12,0,0,10,10,0,0,86,98,95,,0,0,83.89,65.7
4/21/2012,13.55555556,13,0,0,11,11,0,0,86,98,95,,0,0,80.92,65.84
4/22/2012,24.8,14,0,0,10,10,0,0,90,98,97,,0,0,79.33,62.47
4/23/2012,26.5625,13,0,0,10,11,1,0,90,98,97,,0,0,72.54,55.92
4/24/2012,27.25,12,0,0,10,10,0,0,90,98,97,,0,0,72.24,50.6
4/25/2012,21.42857143,11,0,0,10,11,1,0,91,98,98,,0,0,80,48.53
4/26/2012,43.33333333,10,0,0,10,10,0,0,91,98,97,,0,0,85.06,55.84
4/27/2012,23,9,0,0,10,10,0,0,90,98,97,,0,0,87.97,61.37
4/28/2012,33,8,0,0,10,10,0,0,90,98,97,,0,0,87.64,63.88
4/29/2012,26.64285714,7,0,0,11,11,0,0,91,90,95,,0,0,84.66,68.61
4/30/2012,20,6,0,0,10,11,1,0,91,90,95,,0,0,85.7,69.48
5/1/2012,26.33333333,5,0,0,10,10,0,0,94,98,99,,0,0,85.37,70.45
5/2/2012,18.33333333,4,0,0,10,11,1,0,94,98,99,,0,0,87.3,67.81
5/3/2012,32.10526316,3,0,0,10,10,0,0,94,98,98,,0,0,89.11,67.47
5/4/2012,20.18181818,2,0,0,10,10,0,0,92,98,95,,0,0,86.41,67.95
5/5/2012,22.09090909,0,1,0,10,10,0,0,92,98,95,,0,0,90.22,67.22
5/6/2012,17.5,2,0,1,10,10,0,0,91,98,97,,0,0,90.64,70.27
5/7/2012,17.14285714,3,0,0,9,10,1,0,91,98,97,,0,0,87.07,69.85
5/8/2012,25,4,0,0,9,9,0,0,94,98,99,,0,0,87.83,66.59
5/9/2012,25.76923077,5,0,0,9,10,1,0,94,98,99,,0,0,85.81,68.35
5/10/2012,39.70588235,4,0,0,9,9,0,0,94,98,99,,0,0,87.11,70.14
5/11/2012,12,3,0,0,10,10,0,0,94,98,99,,0,0,84.85,68.18
5/12/2012,24.77777778,2,0,0,10,10,0,0,94,98,99,,0,0,85.05,65.81
5/13/2012,18.33333333,0,1,0,10,10,0,0,94,98,98,,0,0,82.11,65.91
5/14/2012,12.5,2,0,1,10,11,1,0,94,98,98,,0,0,84.48,71.3
5/15/2012,10,3,0,0,10,10,0,0,94,98,98,,0,0,91.09,68.77
5/16/2012,20.83333333,4,0,0,10,10,0,0,93,98,98,,0,0,80.15,68.92
5/17/2012,33.70588235,5,0,0,9,9,0,0,93,98,98,,0,0,86.73,69.3
5/18/2012,20.375,6,0,0,9,9,0,0,91,98,97,,0,0,88.13,67.18
5/19/2012,38.45454545,7,0,0,11,12,1,0,91,98,97,,0,0,86.02,70.31
5/20/2012,48.33333333,8,0,0,11,11,0,0,89,98,95,,0,0,89.14,68.28
5/21/2012,39.69230769,8,0,0,10,11,1,0,89,98,95,,0,0,87.87,64.66
5/22/2012,35.08333333,7,0,0,10,10,0,0,89,98,93,,0,0,90.89,67.96
5/23/2012,34.22222222,6,0,0,10,10,0,0,88,94,94,,0,0,90.88,68.95
5/24/2012,40.64705882,5,0,0,10,10,0,0,79,75,77,,0,0,87.99,71.14
5/25/2012,35.78947368,4,0,3,10,10,0,0,76,70,74,,0,0,92.01,71.78
5/26/2012,16.8,3,0,3,12,13,1,0,76,70,74,,0,0,91.33,70.48
5/27/2012,35.75,0,1,3,12,12,0,0,0,0,0,,0,0,89.71,72.75
5/28/2012,9.666666667,0,1,0,12,13,1,0,0,0,0,,0,0,83.89,73.34
5/29/2012,16.92857143,2,0,3,10,10,0,0,81,93,89,,0,0,83.59,72.56
5/30/2012,34.22222222,3,0,0,10,10,0,0,81,91,88,,0,0,90.8,74.5
5/31/2012,14.13333333,4,0,0,10,10,0,0,74,77,74,,1,0,91.09,73.45
6/1/2012,21.33333333,5,0,0,10,10,0,0,64,65,60,,1,0,78.83,70.72
6/2/2012,17.6,6,0,0,10,11,1,0,64,65,60,,1,0,90.76,71.3
6/3/2012,28.61904762,7,0,0,10,10,0,0,63,88,71,,1,0,90.58,70.6
6/4/2012,37,8,0,0,11,12,1,0,63,88,71,,0,0,91.19,70.61
6/5/2012,53.33333333,9,0,0,11,11,0,0,62,88,65,,0,0,86.17,74
6/6/2012,36.77777778,10,0,0,11,11,0,0,59,61,63,,0,0,83.91,72.47
6/7/2012,60,11,0,0,11,11,0,0,45,42,42,,0,0,82.89,72.09
6/8/2012,58.71428571,10,0,0,10,10,0,0,39,7,23,,0,0,83.26,71.97
6/9/2012,28.1,9,0,0,10,11,1,0,39,7,23,,0,0,86.72,72.5
6/10/2012,30.66666667,8,0,0,10,10,0,0,40,8,24,,0,0,91.34,72
6/11/2012,38.7,7,0,0,11,12,1,0,40,8,24,,0,0,90.32,70.97
6/12/2012,41.66666667,6,0,0,11,11,0,0,40,8,24,,0,0,90.99,72.96
6/13/2012,34.5,5,0,0,11,12,1,0,37,8,21,,0,0,91.11,72.17
6/14/2012,52.5,4,0,0,11,11,0,0,30,0,10,,0,0,89.84,72.84
6/15/2012,36.22222222,3,0,0,10,10,0,0,27,0,8,,0,0,84.72,72.5
6/16/2012,15,2,0,0,10,10,0,0,27,0,8,,0,0,86.34,72.47
6/17/2012,5,0,1,0,10,10,0,0,24,8,13,,0,0,84.89,71.41
6/18/2012,27.7,2,0,1,11,12,1,0,24,8,13,,0,0,86.54,69.81
6/19/2012,31,3,0,0,11,11,0,0,24,8,13,,0,0,85.6,69.64
6/20/2012,63.33333333,4,0,0,11,12,1,0,24,8,11,,0,0,82.5,73.67
6/21/2012,37.71428571,5,0,0,11,11,0,0,13,0,3,,0,0,85.89,73.14
6/22/2012,39.27272727,6,0,0,10,10,0,0,12,0,3,,0,0,85.19,74.5
6/23/2012,11.27272727,7,0,0,10,10,0,0,12,0,3,,0,0,82.33,73.83
6/25/2012,15.4,9,0,0,11,12,1,0,10,0,8,,0,0,80.78,75.31
6/26/2012,34,9,0,0,11,11,0,0,9,0,1,,0,0,83.28,76.61
6/27/2012,70,8,0,0,11,12,1,0,9,0,1,,0,0,86.04,72.3
6/28/2012,45.45454545,7,0,0,11,11,0,0,9,0,1,,0,0,89.59,65.84
6/29/2012,36.57142857,6,0,0,11,11,0,0,9,0,1,,0,0,90.63,69.81
6/30/2012,9.142857143,5,0,0,11,11,0,0,9,0,1,,0,0,91.24,70.64
7/1/2012,14.26666667,4,0,0,11,11,0,0,3,0,0,,0,0,92.55,70.38
7/2/2012,19,3,0,4,11,12,1,0,3,0,0,,0,0,92.89,74.01
7/3/2012,22.54545455,2,0,4,11,11,0,0,3,0,2,,0,0,92.59,74.37
7/4/2012,11.5,0,1,0,11,12,1,0,0,0,0,,0,0,90.09,76.01
7/5/2012,29.375,2,0,4,11,11,0,0,3,0,0,,0,0,91.65,73.54
7/6/2012,13.17647059,3,0,4,11,11,0,0,3,0,0,,0,0,92.99,74.85
7/7/2012,10.25,4,0,0,11,11,0,0,3,0,0,,0,0,93.49,75.3
7/8/2012,14.16666667,5,0,0,11,11,0,0,11,0,3,,0,0,93.45,75.16
7/9/2012,12.5,6,0,0,11,12,1,0,11,0,3,,0,0,92.95,76.91
7/10/2012,16.77777778,7,0,0,11,11,0,0,11,0,3,,0,0,91.68,74.75
7/11/2012,13.3,8,0,0,11,12,1,0,11,0,3,,0,0,81.62,74.77
7/12/2012,18.21428571,9,0,0,11,11,0,0,10,0,1,,0,0,88,73.14
7/13/2012,15.41666667,10,0,0,11,11,0,0,10,0,1,,0,0,90.17,73
7/14/2012,7.666666667,11,0,0,11,11,0,0,10,0,1,,0,0,90.33,74.81
7/15/2012,7.705882353,12,0,0,11,11,0,0,13,2,4,,0,0,85.89,74.97
7/16/2012,19.21052632,13,0,0,11,12,1,0,13,2,4,,0,0,86.86,72.61
7/17/2012,22.2,14,0,0,11,11,0,0,15,10,6,,0,0,85.3,73.74
7/18/2012,32.5,15,0,0,11,12,1,0,17,10,6,,0,0,88.87,73.53
7/19/2012,23.53846154,16,0,0,11,11,0,0,15,2,2,,0,0,92.78,74.97
7/20/2012,14.57894737,17,0,0,11,11,0,0,15,2,2,,0,0,92.76,73.94
7/21/2012,13.5,18,0,0,11,11,0,0,15,2,2,,0,0,93.39,76.34
7/22/2012,14.28571429,19,0,0,11,11,0,0,19,10,6,,0,0,90.45,73.64
7/23/2012,12.6,20,0,0,11,12,1,0,19,10,6,,0,0,87.46,72.54
7/24/2012,16.33333333,21,0,0,11,11,0,0,19,10,6,,0,0,90.35,72.65
7/25/2012,38.08333333,22,0,0,11,12,1,0,21,10,6,,0,0,92.33,75.38
7/26/2012,22.41176471,23,0,0,11,11,0,0,17,2,2,,0,0,93.34,75.39
7/27/2012,11.69230769,24,0,0,10,10,0,0,16,2,2,,0,0,92.72,75.81
7/28/2012,10,25,0,0,10,10,0,0,16,2,2,,0,0,93.5,76.68
7/29/2012,8.8,26,0,0,10,10,0,0,21,12,6,,0,0,93.43,76.13
7/30/2012,10.2,27,0,0,10,11,1,0,21,12,6,,0,0,90.91,75.8
7/31/2012,17.33333333,28,0,0,10,10,0,0,22,12,6,,0,0,91,73.81
8/1/2012,13,29,0,0,11,12,1,0,23,12,7,,0,0,84.42,74.4
8/2/2012,11.18181818,30,0,0,10,10,0,0,19,2,2,,0,0,92.58,75.83
8/3/2012,9.6,31,0,0,10,10,0,0,19,2,3,,0,0,90.1,75.18
8/4/2012,7.666666667,31,0,0,10,10,0,0,19,2,3,,0,0,87.91,74.34
8/5/2012,11,30,0,0,10,10,0,0,28,12,10,,0,0,89.28,75.83
8/6/2012,15.89473684,29,0,0,10,11,1,0,28,12,10,,0,0,90.81,75.3
8/7/2012,19,28,0,0,10,10,0,0,28,12,10,,0,0,90.75,73.47
8/8/2012,44.86206897,27,0,0,11,12,1,0,31,19,13,,0,0,92.24,75
8/9/2012,26.19354839,26,0,0,10,10,0,0,26,9,8,,0,0,92.2,73.9
8/10/2012,15.375,25,0,0,10,10,0,0,26,9,8,,0,0,91.98,75.97
8/11/2012,11.28571429,24,0,0,10,10,0,0,26,9,8,,0,0,88.74,75.08
8/12/2012,11.30434783,23,0,0,10,10,0,0,36,22,20,,0,0,89.48,74.78
8/13/2012,11.95652174,22,0,0,10,11,1,0,36,22,20,,0,0,90.53,74.77
8/14/2012,15.52631579,21,0,0,10,10,0,0,37,22,20,,0,0,91.05,74.63
8/15/2012,25.59375,20,0,0,11,12,1,0,40,22,21,,0,0,92.33,73.3
8/16/2012,17.66666667,19,0,0,10,10,0,0,35,12,18,,0,0,92.58,74.67
8/17/2012,15,18,0,0,10,10,0,0,35,12,18,,0,0,88.85,75.44
8/18/2012,13,17,0,0,10,10,0,0,35,12,18,,0,0,83.04,74.77
8/19/2012,20.72972973,16,0,0,10,10,0,0,54,87,55,,0,0,92.31,74.93
8/20/2012,13.75,15,0,0,10,11,1,0,54,87,55,,0,0,91.41,74.77
8/21/2012,12,14,0,0,10,10,0,0,54,87,58,,0,0,90.89,71.89
8/22/2012,37.08333333,13,0,0,11,12,1,0,57,87,58,,0,0,86.17,72.47
8/23/2012,13.63636364,12,0,0,10,10,0,0,51,56,48,,0,0,89.27,72.48
8/24/2012,9.933333333,11,0,0,10,10,0,0,51,56,48,,0,0,90.18,75.1
8/25/2012,14.22105263,10,0,0,10,10,0,0,51,56,48,,0,0,87.39,74.1
8/26/2012,11.43333333,9,0,0,10,10,0,0,77,87,75,,0,0,82.39,76.14
8/27/2012,10.8,8,0,0,9,10,1,0,77,87,75,,0,0,80.9,74.65
8/28/2012,38.03488372,7,0,0,9,9,0,0,79,87,75,,0,0,85.01,75.63
8/29/2012,31.20618557,6,0,0,10,11,1,0,80,87,75,,0,0,89.67,74
8/30/2012,19.27710843,5,0,0,9,9,0,0,72,56,62,,0,0,91.42,74.52
8/31/2012,11.16666667,4,0,0,8,8,0,0,72,56,62,,0,0,90,75.28
9/1/2012,15.46153846,3,0,0,10,10,0,0,72,56,62,,0,0,90.17,76.37
9/2/2012,27.03571429,2,0,1,10,10,0,0,0,0,0,,0,0,89.44,73.29
9/3/2012,9.888888889,0,1,0,10,11,1,0,0,0,0,,0,0,90.66,71.56
9/4/2012,10.21153846,2,0,1,8,8,0,0,89,87,91,,0,0,90.79,73.48
9/5/2012,10.28070175,3,0,0,8,9,1,0,92,87,92,,0,0,90.54,72.84
9/6/2012,11.53061224,4,0,0,8,8,0,0,85,56,72,,0,0,89.35,71.99
9/7/2012,9.803571429,5,0,0,8,8,0,0,85,56,73,,0,0,89.57,72.61
9/8/2012,13.83870968,6,0,0,9,9,0,0,85,56,73,,0,0,90.04,72.83
9/9/2012,10,7,0,0,9,9,0,0,92,83,92,,0,0,81.97,75.92
9/10/2012,11.11940299,8,0,0,8,9,1,0,92,83,92,,0,0,86.21,75.22
9/11/2012,12.85454545,9,0,0,8,8,0,0,93,87,94,,0,0,85.78,75.14
9/12/2012,9.393442623,10,0,0,8,8,0,0,94,87,94,,0,0,85.37,72.96
9/13/2012,10.47169811,11,0,0,8,8,0,0,85,56,73,,0,0,86.5,73.83
9/14/2012,23.40425532,12,0,0,9,10,1,0,84,51,71,,0,0,82.51,74.88
9/15/2012,8.5,13,0,0,9,9,0,0,84,51,71,,0,0,84.47,73.45
9/16/2012,21.09090909,14,0,0,9,9,0,0,85,63,79,,0,0,88.16,73.63
9/17/2012,22.8,0,1,0,9,10,1,0,85,63,79,,0,0,89.44,73.09
9/18/2012,16,16,0,0,8,8,0,0,92,85,92,,0,0,84.73,74.44
9/19/2012,12.83333333,17,0,0,8,8,0,0,93,96,97,,0,0,86.85,73.5
9/20/2012,17,18,0,0,8,8,0,0,84,54,73,,0,0,87.26,73.74
9/21/2012,30,18,0,0,9,10,1,0,81,52,71,,0,0,88.01,72.66
9/22/2012,11.83333333,17,0,0,9,9,0,0,81,52,71,,0,0,85.22,73.14
9/23/2012,15.28571429,16,0,0,9,9,0,0,87,65,83,,0,0,89.78,72.35
9/24/2012,21.33333333,15,0,0,9,10,1,0,87,65,83,,0,0,84.04,72.41
9/25/2012,25.5,14,0,0,9,9,0,0,93,96,98,,0,0,84.62,67.5
9/26/2012,26.81818182,0,1,0,9,9,0,0,85,83,87,,0,0,90.1,70.29
9/27/2012,10.78571429,12,0,0,9,9,0,0,84,54,72,,0,0,89.96,73.31
9/28/2012,13.11111111,11,0,0,9,9,0,0,81,54,71,,0,0,85.12,73.4
9/29/2012,25.85,10,0,0,9,10,1,0,81,54,71,,0,0,89.55,73.53
9/30/2012,22.33333333,9,0,0,8,8,0,0,92,96,97,,0,0,88.96,73.77
10/1/2012,8.25,0,1,0,8,9,1,0,92,96,97,,0,0,88.61,73.69
10/2/2012,21.85714286,7,0,0,8,8,0,0,92,96,97,,0,0,85.87,73.85
10/3/2012,16.875,6,0,0,8,8,0,0,92,96,98,,0,0,88.85,73.61
10/4/2012,14.8,5,0,0,8,8,0,0,82,54,72,,0,0,89.94,73.32
10/5/2012,37.75,4,0,2,10,11,1,0,79,54,67,,0,0,88.18,73.67
10/6/2012,26.47058824,3,0,2,10,10,0,0,79,54,67,,0,0,89.15,73.3
10/7/2012,30.28571429,2,0,2,10,10,0,0,80,96,85,,0,0,86.4,72.33
10/8/2012,23,0,1,0,11,12,1,0,80,96,85,,0,0,84.87,74.14
10/9/2012,24.25,2,0,2,10,10,0,0,92,98,97,,0,0,85.17,72.28
10/10/2012,32.5,3,0,0,9,9,0,0,91,98,96,,0,0,84.22,70.47
10/11/2012,15.77777778,4,0,0,9,9,0,0,79,56,70,,0,0,84.2,67.45
10/12/2012,23,5,0,0,9,10,1,0,73,54,67,,0,0,84,67.85
10/13/2012,25.1,6,0,0,10,10,0,0,73,54,67,,0,0,84,68.91
10/14/2012,23.33333333,7,0,0,10,10,0,0,89,93,94,,0,0,87.17,71.61
10/15/2012,17.5,8,0,0,8,9,1,0,89,93,94,,0,0,86.02,72.35
10/16/2012,27.8,9,0,0,8,8,0,0,90,93,95,,0,0,83.59,70.53
10/17/2012,21.69565217,10,0,0,9,9,0,0,89,87,92,,0,0,80.42,68.48
10/18/2012,16.33333333,0,1,0,10,10,0,0,71,56,69,,0,0,86.19,69.28
10/19/2012,20.27272727,0,1,0,11,12,1,0,63,33,48,,0,0,87.05,67.05
10/20/2012,21.07142857,12,0,0,11,11,0,0,63,33,48,,0,0,81.89,66.63
10/21/2012,12.27272727,11,0,0,10,10,0,0,90,87,91,,0,0,81.88,59.77
10/22/2012,14,10,0,0,9,10,1,0,90,87,91,,0,0,83.66,64
10/23/2012,12.81818182,9,0,0,10,10,0,0,93,98,97,,0,0,82.4,67.4
10/24/2012,10.3,8,0,0,9,9,0,0,90,75,90,,0,0,86,70.32
10/25/2012,29.25,7,0,0,9,9,0,0,83,56,73,,0,0,83.03,72.51
10/26/2012,15.53846154,0,1,0,10,11,1,0,76,40,62,,0,0,83.2,71.91
10/27/2012,19.15,5,0,0,10,10,0,0,76,40,62,,0,0,73.14,66.61
10/28/2012,19.25,4,0,0,9,9,0,0,88,98,95,,0,0,72.59,62.27
10/29/2012,16.11111111,3,0,0,8,9,1,0,88,98,95,,0,0,68.92,51.27
10/30/2012,19,2,0,0,8,8,0,0,92,98,98,,0,0,66.27,47.63
10/31/2012,5,0,1,0,8,8,0,0,88,98,95,,0,0,71.7,48.45
11/1/2012,10,2,0,1,8,8,0,0,82,56,73,,0,0,79,55.94
11/2/2012,16.16666667,3,0,0,9,10,1,0,80,56,72,,0,0,77.29,55.33
11/3/2012,25.91666667,4,0,0,10,10,0,0,80,56,72,,0,0,82.67,55.23
11/4/2012,35,5,0,0,10,11,1,0,86,98,85,,0,0,81.39,57.06
11/5/2012,17.30769231,6,0,0,9,9,0,0,86,98,85,,0,0,78.88,62.78
11/6/2012,6.666666667,0,1,2,9,9,0,0,73,98,77,,0,0,77.27,59.99
11/7/2012,41.44444444,5,0,2,9,9,0,0,92,96,97,,0,0,65.6,53.28
